City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Mindelo,CV,2021-04-07 20:17:15,16.8901,-24.9804,71.6,73,20,18.41
380,Kodiak,US,2021-04-07 20:12:32,57.79,-152.4072,37.4,65,90,6.91
381,Nalut,LY,2021-04-07 20:17:16,30.3333,10.85,72.25,16,5,13.04
382,Mama,RU,2021-04-07 20:17:16,58.3106,112.8986,37.99,98,100,4.59
383,San Cristobal,VE,2021-04-07 20:12:46,7.7669,-72.225,89.6,55,40,8.05
384,Saint-Pierre,RE,2021-04-07 20:17:16,-21.3393,55.4781,78.8,78,20,5.75
385,Madimba,TZ,2021-04-07 20:17:17,-10.4,40.3333,76.08,87,7,8.3
386,Sosnovka,RU,2021-04-07 20:17:17,56.255,51.2842,32.9,96,96,4.61
387,Sainte-Marie,RE,2021-04-07 20:17:17,-20.8968,55.5496,77.0,88,90,10.36
388,Brigantine,US,2021-04-07 20:17:17,39.4101,-74.3646,68.0,34,1,3.44
389,Takhtamygda,RU,2021-04-07 20:17:18,54.1,123.5667,7.75,96,37,2.17
390,Barentu,ER,2021-04-07 20:17:18,15.1139,37.5928,86.9,26,9,3.38
391,San Pedro,PH,2021-04-07 20:17:18,14.35,121.0167,82.99,74,20,6.91
392,Biryusinsk,RU,2021-04-07 20:17:18,55.9634,97.8235,32.85,98,100,11.65
393,Camacha,PT,2021-04-07 20:17:19,33.0833,-16.3333,64.4,82,20,1.14
394,Preobrazheniye,RU,2021-04-07 20:13:53,42.9019,133.9064,31.44,35,0,8.05
395,Vao,NC,2021-04-07 20:17:19,-22.6667,167.4833,76.12,68,31,14.63
396,Bharatpur,IN,2021-04-07 20:17:19,27.2167,77.4833,80.67,20,0,8.97
397,Sept-Iles,CA,2021-04-07 20:17:20,50.2001,-66.3821,48.2,61,20,9.22
398,Mareeba,AU,2021-04-07 20:14:56,-17.0,145.4333,77.0,88,97,1.99
399,Dingle,PH,2021-04-07 20:13:52,10.9995,122.6711,73.9,88,28,5.79
400,Grand Gaube,MU,2021-04-07 20:13:28,-20.0064,57.6608,80.01,76,100,5.99
401,Armidale,AU,2021-04-07 20:17:20,-30.5167,151.65,55.0,92,88,4.7
402,Seoul,KR,2021-04-07 20:17:20,37.5683,126.9778,42.8,70,0,5.75
403,Soria,ES,2021-04-07 20:17:21,41.6667,-2.6667,42.01,47,9,3.0
404,Jiazi,CN,2021-04-07 20:17:21,22.8779,116.067,65.8,76,84,11.32
405,Nizhniy Ingash,RU,2021-04-07 20:17:21,56.2,96.53,32.41,95,100,4.09
406,Kikwit,CD,2021-04-07 20:17:21,-5.041,18.8162,71.15,89,91,3.15
407,Huarmey,PE,2021-04-07 20:17:22,-10.0681,-78.1522,75.92,74,29,11.63
408,Kulhudhuffushi,MV,2021-04-07 20:12:46,6.6221,73.07,82.8,74,88,8.12
409,Broome,US,2021-04-07 20:13:29,42.2506,-75.833,69.8,28,1,11.5
410,Birin,NP,2021-04-07 20:17:22,26.8865,88.0718,60.84,47,5,4.61
411,Zharkent,KZ,2021-04-07 20:17:22,44.1628,80.0,53.4,56,100,1.5
412,Katsuura,JP,2021-04-07 20:08:34,35.1333,140.3,53.01,61,75,5.32
413,Seybaplaya,MX,2021-04-07 20:17:23,19.65,-90.6667,95.0,38,40,6.91
414,Gemunden,DE,2021-04-07 20:17:23,50.05,9.7,34.0,87,100,8.99
415,Ancud,CL,2021-04-07 20:13:18,-41.8697,-73.8203,64.0,67,40,10.36
416,Bud,US,2021-04-07 20:13:01,39.447,-86.1758,75.2,53,90,5.75
417,Bandarbeyla,SO,2021-04-07 20:17:23,9.4942,50.8122,78.33,60,28,7.85
418,Sankt Florian,AT,2021-04-07 20:17:23,48.2057,14.3784,33.01,100,75,11.5
419,Barsovo,RU,2021-04-07 20:17:24,61.1667,73.1667,32.0,93,75,4.47
420,Husavik,IS,2021-04-07 20:11:42,66.0449,-17.3389,24.8,80,90,18.41
421,Vila Velha,BR,2021-04-07 20:12:53,-20.3297,-40.2925,75.99,64,75,2.3
422,Presidente Franco,PY,2021-04-07 20:15:18,-25.5333,-54.6167,87.8,48,40,2.3
423,Karasuk,RU,2021-04-07 20:17:24,53.7377,78.0403,21.43,98,78,4.99
424,Stornoway,GB,2021-04-07 20:17:24,58.2093,-6.3865,39.99,70,100,13.8
425,Padang,ID,2021-04-07 20:13:11,-0.9492,100.3543,75.2,100,75,3.44
426,Sao Filipe,CV,2021-04-07 20:12:37,14.8961,-24.4956,75.34,65,1,7.2
427,Luis Gil Perez,MX,2021-04-07 20:17:25,17.8667,-93.05,89.6,55,75,8.05
428,Coruripe,BR,2021-04-07 20:17:25,-10.1256,-36.1756,79.41,70,100,9.17
429,Rexburg,US,2021-04-07 20:17:25,43.826,-111.7897,55.0,43,40,10.36
430,Pauini,BR,2021-04-07 20:17:25,-7.7136,-66.9764,88.57,58,84,3.2
431,Greytown,ZA,2021-04-07 20:17:26,-29.0642,30.5928,55.98,97,93,3.83
432,Nehe,CN,2021-04-07 20:17:26,48.4833,124.8333,24.67,40,0,6.64
433,Severobaykalsk,RU,2021-04-07 20:17:26,55.65,109.3167,21.42,92,78,4.65
434,Marawi,PH,2021-04-07 20:17:26,7.9986,124.2928,78.01,87,72,1.01
435,Bonfim,BR,2021-04-07 20:17:27,3.0833,-59.95,83.41,65,99,8.55
436,Svetlyy,RU,2021-04-07 20:17:27,54.675,20.1347,39.2,81,75,15.66
437,Celestun,MX,2021-04-07 20:13:36,20.8667,-90.4,84.87,58,97,10.65
438,Nepa Nagar,IN,2021-04-07 20:17:27,21.4667,76.4,87.44,17,0,7.65
439,Zhanaozen,KZ,2021-04-07 20:17:28,43.3,52.8,57.15,28,47,11.54
440,Ranau,MY,2021-04-07 20:17:28,5.9538,116.6641,77.0,83,20,5.75
441,La Spezia,IT,2021-04-07 20:17:28,44.1105,9.8434,45.0,30,0,3.0
442,Kaabong,UG,2021-04-07 20:17:28,3.4836,34.1492,69.91,60,6,13.58
443,Sibenik,HR,2021-04-07 20:17:29,43.7272,15.9058,42.8,39,0,8.05
444,Guerrero Negro,MX,2021-04-07 20:14:09,27.9769,-114.0611,74.5,48,14,13.38
445,Cvikov,CZ,2021-04-07 20:17:29,50.7767,14.633,36.0,90,92,9.55
446,Samana,DO,2021-04-07 20:13:03,19.2056,-69.3369,78.8,78,75,6.91
447,Ko Samui,TH,2021-04-07 20:15:07,9.5357,99.9357,81.01,78,62,7.34
448,Bontang,ID,2021-04-07 20:17:29,0.1333,117.5,75.31,88,100,3.4
449,Mizdah,LY,2021-04-07 20:09:18,31.4451,12.9801,65.26,32,70,15.43
450,Boundiali,CI,2021-04-07 20:17:30,9.5217,-6.4869,86.99,43,96,10.83
451,Atar,MR,2021-04-07 20:16:24,20.5169,-13.0499,87.04,15,44,10.2
452,Birao,CF,2021-04-07 20:13:07,10.2849,22.7882,85.42,8,100,6.2
453,San Fernando,PH,2021-04-07 20:17:30,15.0286,120.6898,78.8,73,75,2.3
454,Broken Hill,AU,2021-04-07 20:13:09,-31.95,141.4333,53.6,43,0,5.17
455,Inhambane,MZ,2021-04-07 20:13:20,-23.865,35.3833,73.4,83,20,6.85
456,Nyuksenitsa,RU,2021-04-07 20:17:30,60.4128,44.2397,34.59,95,37,8.79
457,Rio Grande,BR,2021-04-07 20:14:25,-32.035,-52.0986,78.8,69,40,13.8
458,Jalu,LY,2021-04-07 20:17:31,29.0331,21.5482,70.03,27,25,8.16
459,Green Valley,US,2021-04-07 20:14:52,31.8543,-110.9937,82.99,4,1,10.63
460,Tabou,CI,2021-04-07 20:17:31,4.423,-7.3528,80.85,83,18,6.91
461,Mount Gambier,AU,2021-04-07 20:17:31,-37.8333,140.7667,55.4,88,4,9.22
462,Cayenne,GF,2021-04-07 20:17:31,4.9333,-52.3333,78.8,89,75,3.44
463,Ambon,ID,2021-04-07 20:17:32,-3.6954,128.1814,75.2,88,20,6.91
464,Sitka,US,2021-04-07 20:07:49,57.0531,-135.33,37.4,75,40,14.97
465,Carballo,ES,2021-04-07 20:14:15,43.213,-8.691,55.0,65,100,2.64
466,Petropavlovsk-Kamchatskiy,RU,2021-04-07 20:17:32,53.0452,158.6483,26.6,68,75,8.95
467,Esterhazy,CA,2021-04-07 20:17:32,50.65,-102.0843,64.4,20,5,13.8
468,Labuhan,ID,2021-04-07 20:17:33,-6.8844,112.2051,78.84,86,98,10.8
469,Ahipara,NZ,2021-04-07 20:14:00,-35.1667,173.1667,60.78,85,29,2.64
470,Virginia Beach,US,2021-04-07 20:13:24,36.8529,-75.978,75.99,46,1,12.66
471,Kukmor,RU,2021-04-07 20:17:33,56.1855,50.8944,33.39,99,100,6.73
472,Puerto Rondon,CO,2021-04-07 20:17:33,6.2805,-71.1,90.75,49,99,1.14
473,Namibe,AO,2021-04-07 20:17:33,-15.1961,12.1522,78.67,83,90,1.92
474,Kasempa,ZM,2021-04-07 20:17:34,-13.4584,25.8338,69.03,63,100,7.0
475,Lyubashivka,UA,2021-04-07 20:17:34,47.8372,30.2598,32.59,82,4,8.19
476,Ostrovnoy,RU,2021-04-07 20:12:27,68.0531,39.5131,32.14,79,53,25.01
477,Puerto Escondido,MX,2021-04-07 20:14:08,15.85,-97.0667,87.8,74,40,12.66
478,Pucara,PE,2021-04-07 20:17:34,-15.9803,-71.4606,68.0,42,40,13.8
479,Nhulunbuy,AU,2021-04-07 20:17:35,-12.2333,136.7667,69.8,94,78,1.63
480,Port Hardy,CA,2021-04-07 20:14:02,50.6996,-127.4199,42.8,81,90,10.36
481,Proletarskiy,RU,2021-04-07 20:17:35,50.7914,35.7731,42.8,93,75,6.71
482,Hailar,CN,2021-04-07 20:17:35,49.2,119.7,31.78,46,36,5.97
483,Ambovombe,MG,2021-04-07 20:17:35,-25.1667,46.0833,72.73,81,0,14.92
484,Daru,PG,2021-04-07 20:17:36,-9.0763,143.2092,74.95,91,100,7.2
485,Aykhal,RU,2021-04-07 20:17:36,66.0,111.5,22.1,95,100,6.51
486,Nanortalik,GL,2021-04-07 20:17:36,60.1432,-45.2371,36.01,84,18,3.31
487,Tripoli,LY,2021-04-07 20:17:36,32.8752,13.1875,65.19,64,70,10.89
488,Batticaloa,LK,2021-04-07 20:17:37,7.7102,81.6924,77.56,82,98,5.35
489,Novotroitsk,RU,2021-04-07 20:17:37,51.203,58.3266,35.6,93,75,11.18
490,Kosa,RU,2021-04-07 20:17:37,59.9445,54.9977,34.39,97,100,3.74
491,Betong,TH,2021-04-07 20:17:37,5.7743,101.0723,70.25,98,96,2.35
492,Mayor Pablo Lagerenza,PY,2021-04-07 20:17:38,-19.9309,-60.7718,88.88,48,98,7.09
493,Kahului,US,2021-04-07 20:10:01,20.8947,-156.47,77.0,57,20,13.8
494,Elko,US,2021-04-07 20:17:38,41.0002,-115.5012,66.2,12,1,14.97
495,Karla,EE,2021-04-07 20:17:38,59.3723,24.9275,32.0,86,0,3.44
496,Parati,BR,2021-04-07 20:17:39,-23.2178,-44.7131,78.8,57,75,5.75
497,Yenagoa,NG,2021-04-07 20:17:39,4.9247,6.2642,80.62,80,62,6.38
498,Pangai,TO,2021-04-07 20:17:39,-19.8,-174.35,78.8,78,40,4.61
499,Mweka,CD,2021-04-07 20:17:39,-4.85,21.5667,67.37,97,95,3.18
500,Haag,NL,2021-04-07 20:17:40,52.0767,4.2986,39.0,93,75,4.61
501,Bilgram,IN,2021-04-07 20:17:40,27.1833,80.0333,82.31,15,3,8.59
502,Barabai,ID,2021-04-07 20:17:40,-2.5833,115.3833,73.85,92,83,1.83
503,Areosa,PT,2021-04-07 20:17:40,41.7178,-8.8571,59.0,62,0,2.3
504,Marovoay,MG,2021-04-07 20:17:41,-16.1,46.6333,75.2,94,40,2.3
505,Olafsvik,IS,2021-04-07 20:12:49,64.8945,-23.7142,29.98,87,100,34.47
506,Nanakuli,US,2021-04-07 20:17:41,21.3906,-158.1547,75.2,50,40,10.36
507,Avanigadda,IN,2021-04-07 20:17:41,16.0215,80.9181,79.07,73,7,4.29
508,Tulagi,SB,2021-04-07 20:17:42,-9.0996,160.1476,82.85,69,100,10.51
509,Shelburne,CA,2021-04-07 20:12:24,44.0787,-80.2041,71.6,26,1,11.5
510,Luganville,VU,2021-04-07 20:17:42,-15.5333,167.1667,78.58,86,89,3.87
511,Sivas,TR,2021-04-07 20:15:41,39.7916,37.0019,51.8,40,0,20.71
512,Mecca,SA,2021-04-07 20:13:37,21.4267,39.8261,81.39,27,4,3.11
513,Pevek,RU,2021-04-07 20:08:52,69.7008,170.3133,-24.18,99,100,4.09
514,Muroto,JP,2021-04-07 20:17:42,33.2833,134.15,58.73,54,80,6.2
515,Lagoa,PT,2021-04-07 20:13:43,39.05,-27.9833,59.63,90,12,21.21
516,Vredendal,ZA,2021-04-07 20:17:43,-31.6683,18.5012,66.02,62,44,4.25
517,Manado,ID,2021-04-07 20:15:09,1.487,124.8455,77.0,94,40,2.3
518,Wagar,SD,2021-04-07 20:17:43,16.1525,36.2032,92.55,22,8,8.43
519,Montrose,US,2021-04-07 20:17:43,38.4166,-108.2673,55.99,25,0,5.01
520,Usolye,RU,2021-04-07 20:17:44,59.4268,56.6808,37.0,68,100,1.99
521,Lewistown,US,2021-04-07 20:12:50,40.5992,-77.5714,78.8,31,1,3.44
522,Komsomolskiy,UZ,2021-04-07 20:17:44,40.4272,71.7189,55.4,50,25,9.22
523,Arman,RU,2021-04-07 20:13:42,59.7,150.1667,5.25,82,18,7.34
524,Alofi,NU,2021-04-07 20:13:53,-19.0595,-169.9187,80.6,78,75,8.05
525,Sonoita,MX,2021-04-07 20:14:07,31.85,-112.8333,86.0,4,32,5.99
526,Porto Santo,PT,2021-04-07 20:17:45,33.072,-16.3415,64.4,82,20,1.14
527,Teguise,ES,2021-04-07 20:13:44,29.0605,-13.564,66.2,68,20,2.3
528,Yumen,CN,2021-04-07 20:17:45,40.2833,97.2,46.72,35,98,11.05
529,Syracuse,IT,2021-04-07 20:17:45,37.0881,15.2792,59.0,62,0,8.05
530,Kaeo,NZ,2021-04-07 20:13:04,-35.1,173.7833,59.0,92,16,5.01
531,Jijiang,CN,2021-04-07 20:17:46,29.2906,106.2542,60.01,94,75,4.47
532,Leningradskiy,RU,2021-04-07 20:13:08,69.3833,178.4167,-13.43,96,95,5.3
533,Ponta Delgada,PT,2021-04-07 20:17:46,37.7333,-25.6667,60.8,82,75,18.41
534,Los Zacatones,MX,2021-04-07 20:17:46,22.95,-102.05,77.0,18,1,11.5
535,Aswan,EG,2021-04-07 20:17:46,24.0934,32.907,82.69,6,1,10.25
536,Srandakan,ID,2021-04-07 20:14:07,-7.9386,110.2506,78.8,87,100,9.62
537,Gat,IL,2021-04-07 20:13:21,31.61,34.7642,66.99,18,6,3.0
538,Altay,CN,2021-04-07 20:17:47,47.8667,88.1167,39.96,52,0,4.56
539,Severo-Yeniseyskiy,RU,2021-04-07 20:17:47,60.3725,93.0408,27.19,90,100,3.56
540,Dublin,US,2021-04-07 20:17:47,37.7021,-121.9358,64.0,42,1,9.22
541,Latung,PH,2021-04-07 20:17:48,5.5,120.8833,82.06,72,91,2.3
542,Hambantota,LK,2021-04-07 20:17:48,6.1241,81.1185,78.04,77,48,1.68
543,Manati,PR,2021-04-07 20:17:48,18.4275,-66.4921,78.01,83,100,3.0
544,Karonga,MW,2021-04-07 20:17:48,-9.9333,33.9333,72.91,85,67,10.18
545,Pacific Grove,US,2021-04-07 20:12:04,36.6177,-121.9166,59.0,63,1,9.22
546,Fukue,JP,2021-04-07 20:17:02,32.6881,128.8419,60.39,57,100,9.17
547,Vila Franca Do Campo,PT,2021-04-07 20:17:49,37.7167,-25.4333,60.8,82,75,18.41
548,Quatre Cocos,MU,2021-04-07 20:17:49,-20.2078,57.7625,80.6,78,75,11.5
549,Kavaratti,IN,2021-04-07 20:13:27,10.5669,72.642,83.37,73,12,8.66
550,Port-Cartier,CA,2021-04-07 20:13:24,50.0334,-66.8654,53.6,54,40,10.36
551,Homer,US,2021-04-07 20:14:19,59.6425,-151.5483,32.0,55,1,5.75
552,Boromo,BF,2021-04-07 20:17:50,11.75,-2.9333,95.07,6,100,8.86
553,Suhbaatar,MN,2021-04-07 20:15:21,50.2314,106.2078,41.97,37,100,2.71
554,Pingxiang,CN,2021-04-07 20:17:50,27.6167,113.85,54.54,96,100,3.78
555,Kinkala,CG,2021-04-07 20:17:50,-4.3614,14.7644,78.8,83,66,1.14
556,Agadez,NE,2021-04-07 20:17:50,19.75,10.25,85.39,6,8,8.68
557,Dano,BF,2021-04-07 20:17:51,11.15,-3.0667,98.06,9,85,6.82
558,Vardo,NO,2021-04-07 20:12:36,70.3705,31.1107,28.4,80,20,13.8
559,Vallenar,CL,2021-04-07 20:17:51,-28.5708,-70.7581,80.49,32,100,8.88
560,Phan Thiet,VN,2021-04-07 20:17:51,10.9333,108.1,76.24,84,100,8.03
561,Gayeri,BF,2021-04-07 20:17:52,12.6497,0.4931,92.66,6,50,6.13
562,Canakkale,TR,2021-04-07 20:17:52,40.0833,26.8333,60.8,59,0,12.66
563,Turayf,SA,2021-04-07 20:17:52,31.6725,38.6637,71.6,23,0,6.91
564,Imperia,IT,2021-04-07 20:17:52,43.9667,7.7833,46.4,42,0,6.93
565,Arequipa,PE,2021-04-07 20:15:13,-16.3989,-71.535,68.0,42,40,13.8
566,Casablanca,MA,2021-04-07 20:15:01,33.5928,-7.6192,62.6,82,20,11.5
567,Fare,PF,2021-04-07 20:17:53,-16.7,-151.0167,81.12,63,85,11.32
568,Kankan,GN,2021-04-07 20:17:53,10.3854,-9.3057,86.86,38,100,4.43
569,Paamiut,GL,2021-04-07 20:13:40,61.994,-49.6678,31.75,79,100,9.48
570,Izazi,TZ,2021-04-07 20:17:53,-7.2,35.7333,69.6,80,8,3.15
